anchor1	anchor2	alternative1	alternative2
すぐに行きます。	すぐに行きます。	彼はそれを自発的に行った。	彼はそれを自分から行った。
残念ですが、できません。	残念ですが、できません。	次の日また行くと、新しいウェイトレスがついた。	次の日また行くと、新しい食事を運ぶ女の人がついた。
彼の言葉は我々に説得力がほとんどない。	彼の言葉は私たちの心を動かす力がほとんどない。	彼は意志が弱い。	彼は決めた事を最後までする気持ちが弱い。
道路を横断する時には車に注意しなさい。	道路を横に渡る時には車に注意しろ。	そのことについては全て伺いました。	そのことについては全て聞きました。
悲しみを忘れなさい。	悲しさを忘れなさい。	ここでは野球は出来ません。	ここでは野球は出来ません。
彼はとうとうきませんでした。	彼はついにきませんでした。	手紙を下さい。	手紙をください。
食事の前に御祈りをしなさい。	食事の前に神に願え。	彼はそのことを３日間よく考えた。	彼はそのことを３日の間よく考えた。
ホテルまで私を乗せていってくれませんか。	ホテルまで私を送ってくれませんか。	彼は一日中こぼしてばかりいる。	彼は１日中落としてばかりいる。
雨が降る恐れがある。	雨が降る可能性がある。	毎日少しずつ学びなさい。	毎日少しずつ学びなさい。
どうしよう、コンピューターが立ち上がらない。	どうしよう、コンピューターがつかない。	それをどこにも見つけることができなかった。	それをどこにも見つけることができなかった。
彼は留学しただけのことはある。	彼は外国で学んだだけのことはある。	それを簡潔にしましょう。	それを簡単にしましょう。
私は友人の車を自由に使える。	私は友達の車を自由に使える。	その伝言を彼女にわからせなかった。	その伝える言葉を彼女にわからせなかった。
電話を切らずにちょっとお待ち下さい。	電話を切らずにちょっとお待ちください。	私は先日そのお店ですばらしい掘り出し物をした。	私はこの間そのお店ですばらしい見つけ物をした。
このようにして、それをやって下さい。	このようにして、それをやってください。	彼がここに来るなんて驚きだ。	彼がここに来るなんて驚いた。
クラスのみんなが試験に合格した。	クラスのみんなが試験に合格した。	彼女は今月赤ちゃんが生まれる予定です。	彼女は今月赤ちゃんが生まれる予定です。
彼は約束を破ったが、それは大きな誤りだった。	彼は約束を破ったが、それは大きな間違いだった。	その問題は解くのが難しい。	その問題は答えるのが難しい。
その女の子の目から涙がわきでた。	その少女の目から涙がでてきた。	私は私達自身でそれをした。	私は私たち自身でそれをした。
どこに連絡したら良いのですか。	どこに連絡したら良いのですか。	私は妹より早く出発した。	私は妹より早く出発した。
両方とも好きというわけではない。	２つとも好きと言うわけではない。	水は氷になります。	水は氷になります。
私たちには砂糖が不足している。	私たちには砂糖が不足している。	彼女と一緒にいると気詰まりだ。	彼女と一緒にいると空気が重くなる。
私達が結婚して３年になる。	私たちが結婚して３年になる。	あなたは美しい蝶々です。	あなたは美しい羽がきれいな虫です。
彼は僕の頭を殴った。	彼は私の頭を痛くした。	彼女には頼れる人がいない。	彼女には信頼できる人がいない。
君はかぜをひくよ。	あなたは風邪を引くよ。	彼の今日あるのは勉強のおかげである。	彼の今日あるのは勉強のおかげである。
僕の前に二人の少年が立った。	僕の前に二人の少年が立った。	彼は時々私に会いに来てくれる。	彼は時々私に会いに来てくれる。
初診の方ですか。	初めての方ですか。	またすぐ会おうね。	またすぐ会おうね。
彼はその問題を理解している。	彼はその問題を理解している。	その他の点では良い生徒だ。	その他の点ではよい学生だ。
もちろん、私は大変上手に車を運転できます。	もちろん、私は大変うまく車を運転できます。	今度は失敗しません。	今度は失敗しません。
彼はアメリカへ行きたがっています。	彼はアメリカへ行きたいと思っています。	彼女は今にも泣き出しそうだった。	彼女は今にも泣き出しそうだった。
分かりません。	分かりません。	あなたの都合のいいときに会いに来て下さい。	あなたの時間のいい時に会いに来てください。
若者は彼の本を好んでいる。	若い人は彼の本が好きだ。	彼は母の助言を馬鹿にした。	彼は母の助言を馬鹿にした。
私達はよい音楽をじゅうぶんに楽しんだ。	私たちはよい音楽を十分に楽しんだ。	ここはうだるように暑い。	ここはとても暑い。
実は、彼はニューヨークには行った事がない。	実は、彼はニューヨークには行った事がない。	ここはどんな危険もないよ。	ここはどんな危険もないよ。
デイブはとても親切だから私は彼が好きです。	デイブはとても親切だから私は彼が好きです。	彼が彼女と結婚できないのは残念だ。	彼が彼女と結婚できないのは残念だ。
母は私に部屋を掃除するように言った。	母は私に部屋をきれいにするように言った。	彼女の仕事は順調だった。	彼女の仕事の調子はよかった。
みんなそこに行ったのですね。	みんなそこに行ったのですね。	私の名は全校に知れ渡っている。	私の名は学校全体に知られている。
父はいつも冷静である。	父はいつも静かに考えることができる人である。	紳士なら誰もそんな言葉は使わないでしょう。	きちんとした男の人なら誰もそんな言葉は使わないでしょう。
彼は決してうそはつかない。	彼は決して嘘を言うことはしない。	彼はこの前あったときより太っている。	彼はこの前あった時より太っている。
ここにサインをお願いします。	ここに名前を書いてください。	なんてうまいシュートだろう。	なんてうまいボールの打ち方だろう。
コーヒーは薄いのが好きです。	コーヒーは薄いのが好きです。	彼は若い頃はとてもよく働いたらしい。	彼は若い頃はとてもよく働いたらしい。
友達と仲良くやっていますか。	友達と仲が良くやっていますか。	彼はその計画にあくまで反対した。	彼はその計画にずっと反対した。
寒い天気が３週間も続いた。	寒い天気が３週間も続いた。	健康は富以上だ。	健康は金以上だ。
我々全員が英語を話せるわけではない。	私たち全員が英語を話すことができるわけではない。	彼には何の心配もない。	彼には何の心配もない。
スキーに行けれさえすればいいのだけど。	雪の上を滑るスポーツをしに行くことができればいいのだけど。	私の父は家を留守にしている。	私の父は家を留守にしている。
彼に電話なんかしなければよかった。	彼に電話なんかしなければよかった。	彼は兄と取っ組み合った。	彼は兄と仲が悪くなった。
風がやみました。	風が止まりました。	私の車は中古だ。	私の車は古い車だ。
あなたは行くべきだと彼は言った。	あなたは行くべきだと彼は言った。	ひとつ、意見があるんですが。	ひとつ、意見があるんですが。
彼は私の頭を殴った。	彼は私の頭を強く打った。	あなたはその時本を読んでいましたか。	あなたはその時に本を読んでいましたか。
君の年齢なら、もっと分別があるべきだ。	あなたの年なら、もっとよい事と悪い事の判断ができるべきだ。	彼は銀行からお金を借りた。	彼は銀行からお金を借りた。
その飛行機にちょうどまにあった。	その飛行機にちょうど間にあった。	私はその紙に名前を書いた。	私はその紙に名前を書いた。
試験に失敗した。	試験に失敗した。	私は通りを横切るのを見られた。	私は通りを渡るのを見られた。
もう私を父親と思わんでくれ。	もう私を父と思わんでくれ。	彼が来るとパーティーが台無しになる。	彼が来るとパーティーがダメになる。
今日しなければならない宿題がたくさんある。	今日しなければならない宿題がたくさんある。	今朝はバスがとても混んでいる。	今朝はバスがとても混んでいる。
祖母はひとりでこのテーブルを運んだ。	祖母は一人でこの机を運んだ。	彼は一人で外国へ行ってしまった。	彼は一人で外国へ行ってしまった。
ニューヨークでの彼の事業は大成功であった。	ニューヨークでの彼の事業は大成功であった。	あなたのことがすっかり気に入りました。	あなたのことが完全に気に入りました。
魚の捕まえ方を教えてあげよう。	魚の捕まえ方を教えてあげよう。	彼は決して朝早く起きない。	彼は決して朝早く起きない。
彼らはその事件を調査している。	彼らはその事件を調査している。	旧友が訪ねてきた。	古い友達が訪ねてきた。
その家は２マイル向こうにある。	その家は２マイル向こうにある。	いいえ、あまり降りません。	いいえ、あまり降りません。
私は本に十ドルをつかった。	私は本に１０ドルを使った。	次に何がおこるかは誰にもわからない。	次に何が起こるかは誰にもわからない。
ユーフォーって何？	見たことのない飛行しているものって何？	私を見なさい。	私を見なさい。
彼は世界のあちこちを旅行して回った。	彼は世界のいろんなところを旅行した。	彼女に恋している。	彼女に恋している。
彼を知っているかって？	彼を知っているかって？	彼女は浮かぬ顔をしている。	彼女はよくなさそうな顔をしている。
多くの学生がコンテストに参加しました。	多くの学生がコンテストに参加しました。	窓を開けてもらえますか。	窓を開けてもらえますか。
彼らはすぐに家をでた。	彼らはすぐに家をでた。	そのようなことは好きではありません。	そのようなことは好きではありません。
もう一度お会いできればいいんですが。	もう１度お会いできればいいんですが。	トムは速く走れる。	トムは速く走ることができる。
東京は大都市です。	東京は大都市です。	彼女は彼と結婚した。	彼女は彼と結婚した。
私がその事件について説明しよう。	私がその事件について説明しよう。	彼は背が高いですか。	彼は背が高いですか。
この言葉はうまく翻訳できない。	この言葉はうまく他の国の言葉にすることができない。	もう戻れない。	もう戻ることができない。
私が旅行で留守中に泥棒が入った。	私が旅行で留守中に泥棒が入った。	私はあの店で何も買いませんでした。	私はあの店で何も買いませんでした。
それは僕のと同じ色だ。	それは僕のと同じ色だ。	私は、そういった音はすべて我慢できない。	私は、そういった音は全て我慢できない。
あなたの名前は何ですか。	あなたの名前は何ですか。	トムはチーズが好きではない。	トムはチーズが好きではない。
彼女は私にうそをついたはずがない。	彼女は私に嘘をついたはずがない。	彼は妻より長生きした。	彼は妻より長く生きた。
彼らは最近結婚した。	彼らは最近結婚した。	彼女はピアニストです。	彼女はピアノを弾くする人です。
治るのにどのくらいの期間がかかりますか。	なおすのにどのくらいの期間がかかりますか。	私は昨日公園にいきました。	私は昨日公園にいきました。
では２時間後にここを出発しよう。	では２時間後にここを出発しよう。	私の車はどこにありますか。	私の車はどこにありますか。
よくやっているよ。その調子で続けて。	よくやっているよ。その調子で続けて。	彼はあなたの親切に感謝している。	彼はあなたの親切に感謝している。
ルーシーは必ず来る。	ルーシーは必ず来る。	彼女は昨日我々に会いに来た。	彼女は昨日私たちに会いに来た。
彼はしばし、考えにふけった。	彼は少しの間、考えた。	試合は何時にはじまりますか。	試合はいつの時間に始まりますか。
どんな事で切手が必要ですか。	どんな事で切手が必要ですか。	彼女は絵を見ました。	彼女は絵を見ました。
黒板を見なさい。	字が書かれている黒いところを見なさい。	子供が６人いるものですからね。	子供が６人いるものですからね。
コーヒーを飲みながら話しましょう。	コーヒーを飲みながら話しましょう。	彼の感情を害しないかと心配した。	彼の感情を悪くしていないかと心配した。
彼はそれをもう一度繰りかえして言った。	彼はそれをもう１度言った。	誰もが幸福を求める。	誰もが幸せを求める。
正確な時間を教えてください。	正確な時間を教えてください。	時には読書が彼の時間の半分を占めた。	時には本を読むことが彼の時間の半分を占めた。
